Temp,Press
313,100039
313,100045
313,100045
313,100042
313,100042
313,100045
313,100045
313,100055
313,100045
313,100045
313,100043
313,100043
313,100042
313,100039
313,100047
313,100050
313,100043
313,100049
313,100050
313,100037
313,100050
313,100044
313,100044
313,100041
313,100041
314,100045
313,100042
313,100038
314,100042
313,100042
313,100044
314,100045
313,100042
314,100045
314,100042
